origin,destination,bucket,day_type,flow_veh_per_hour
Z12,Z10,09:00,weekday,21.97
Z12,Z10,09:30,weekday,21.65
Z12,Z10,10:00,weekday,20.63
Z12,Z10,10:30,weekday,19.86
Z12,Z10,11:00,weekday,21.99
Z12,Z10,11:30,weekday,21.71
Z12,Z10,12:00,weekday,21.63
Z12,Z10,12:30,weekday,22.04
Z12,Z10,13:00,weekday,22.43
Z12,Z10,13:30,weekday,22.91
Z12,Z10,14:00,weekday,23.82
Z12,Z10,14:30,weekday,23.36
Z12,Z10,15:00,weekday,21.89
Z12,Z10,15:30,weekday,20.1
Z12,Z10,16:00,weekday,21.33
Z12,Z10,16:30,weekday,18.79
Z12,Z10,19:00,weekday,19.97
Z12,Z10,21:30,weekday,17.81
Z12,Z10,06:00,weekend,12.62
Z12,Z10,06:30,weekend,12.62
Z12,Z10,07:00,weekend,12.35
Z12,Z10,07:30,weekend,12.31
Z12,Z10,08:00,weekend,12.62
Z12,Z10,08:30,weekend,12.62
Z12,Z10,09:00,weekend,13.3
Z12,Z10,09:30,weekend,13.5
Z12,Z10,10:00,weekend,13.06
Z12,Z10,10:30,weekend,12.99
Z12,Z10,11:00,weekend,13.84
Z12,Z10,11:30,weekend,15.01
Z12,Z10,12:00,weekend,12.62
Z12,Z10,12:30,weekend,12.91
Z12,Z10,13:00,weekend,12.72
Z12,Z10,13:30,weekend,12.58
Z12,Z10,14:00,weekend,12.93
Z12,Z10,14:30,weekend,13.45
Z12,Z10,15:00,weekend,12.93
Z12,Z10,15:30,weekend,12.53
Z12,Z10,16:00,weekend,12.73
Z12,Z10,16:30,weekend,12.57
Z12,Z10,19:00,weekend,12.62
Z12,Z10,21:30,weekend,12.62
Z12,Z11,06:00,weekday,21.33
Z12,Z11,06:30,weekday,19.48
Z12,Z11,07:00,weekday,19.28
Z12,Z11,07:30,weekday,19.3
Z12,Z11,08:00,weekday,18.29
Z12,Z11,08:30,weekday,18.73
Z12,Z11,09:00,weekday,19.25
Z12,Z11,09:30,weekday,18.97
Z12,Z11,10:00,weekday,18.08
Z12,Z11,10:30,weekday,17.41
Z12,Z11,11:00,weekday,19.27
Z12,Z11,11:30,weekday,19.02
Z12,Z11,12:00,weekday,18.95
Z12,Z11,12:30,weekday,19.31
Z12,Z11,13:00,weekday,19.65
Z12,Z11,13:30,weekday,20.07
Z12,Z11,14:00,weekday,20.87
Z12,Z11,14:30,weekday,20.47
Z12,Z11,15:00,weekday,19.18
Z12,Z11,15:30,weekday,17.61
Z12,Z11,16:00,weekday,18.69
Z12,Z11,16:30,weekday,16.46
Z12,Z11,19:00,weekday,17.5
Z12,Z11,21:30,weekday,15.61
Z12,Z11,06:00,weekend,11.06
Z12,Z11,06:30,weekend,11.06
Z12,Z11,07:00,weekend,10.82
Z12,Z11,07:30,weekend,10.79
Z12,Z11,08:00,weekend,11.06
Z12,Z11,08:30,weekend,11.06
Z12,Z11,09:00,weekend,11.66
Z12,Z11,09:30,weekend,11.83
Z12,Z11,10:00,weekend,11.45
Z12,Z11,10:30,weekend,11.38
Z12,Z11,11:00,weekend,12.12
Z12,Z11,11:30,weekend,13.16
Z12,Z11,12:00,weekend,11.06
Z12,Z11,12:30,weekend,11.31
Z12,Z11,13:00,weekend,11.15
Z12,Z11,13:30,weekend,11.03
Z12,Z11,14:00,weekend,11.33
Z12,Z11,14:30,weekend,11.78
Z12,Z11,15:00,weekend,11.33
Z12,Z11,15:30,weekend,10.98
Z12,Z11,16:00,weekend,11.15
Z12,Z11,16:30,weekend,11.02
Z12,Z11,19:00,weekend,11.06
Z12,Z11,21:30,weekend,11.06
